ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/10/2015 06:52:00 PM,02/12/2015 10:50:00 AM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Bicycle,"$30,000 to $39,999",University undergraduate degree,No,T6H,25-29
02/13/2015 03:07:00 PM,02/13/2015 03:20:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",College / technical school graduate,No,T5M,60-64
02/10/2015 10:35:00 PM,02/10/2015 10:54:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$80,000 to $99,999",University undergraduate degree,Yes,T5K,45-49
02/10/2015 05:47:00 PM,02/10/2015 06:15:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,No,T6G,65-69
02/13/2015 12:37:00 PM,02/13/2015 12:47:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T5B,40-44
02/10/2015 06:47:00 PM,02/10/2015 07:02:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Public Transit,"$100,000 to $149,000",University undergraduate degree,No,T6R,18-24
02/11/2015 09:07:00 AM,02/11/2015 09:21:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Linux,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,Post-graduate degree,No,T5M,45-49
02/10/2015 06:59:00 PM,02/10/2015 07:41:00 PM,I don’t own property,,,,,,,,,Unknown,Phone,Unknown,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Other (Specify),"$80,000 to $99,999",University undergraduate degree,No,T5A,40-44
02/13/2015 04:53:00 PM,02/13/2015 05:22:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,No,Greater than 5 years,No,Other (Specify),Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",Post-graduate degree,No,T6W,40-44
02/11/2015 08:34:00 AM,02/11/2015 08:46:00 AM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Internet Explorer,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",High school graduate,Yes,T6B,60-64
02/10/2015 07:52:00 PM,02/10/2015 08:04:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",College / technical school graduate,No,T5E,50-54
02/12/2015 08:39:00 PM,02/12/2015 08:50:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,I prefer not to answer,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5N,45-49
02/10/2015 04:07:00 PM,02/10/2015 04:21:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,Prefer not to answer,High school graduate,No,T6C,35-39
02/10/2015 09:36:00 PM,02/11/2015 10:49:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,,Female,Yes,Yes,,No,English,Employed full-time (30+ hours a week),No,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,,35-39
02/10/2015 04:53:00 PM,02/10/2015 04:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T6G,45-49
02/11/2015 08:51:00 AM,02/11/2015 09:10:00 AM,Residential property,Within the last year,5 Strongly Agree,2 Somewhat Disagree,5 Strongly Agree,3 Neither,5 Strongly Agree,4 Somewhat Agree,Positive,Windows,Desktop,Google Chrome,Own,Female,No,No,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6H,35-39
02/15/2015 01:11:00 PM,02/15/2015 01:16:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,,,,,,,,,,,,,,,,Did not answer
02/11/2015 09:28:00 PM,02/11/2015 10:05:00 PM,Residential property,Within the last year,4 Somewhat Agree,4 Somewhat Agree,3 Neither,4 Somewhat Agree,5 Strongly Agree,4 Somewhat Agree,Positive,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T6E,25-29
02/10/2015 04:04:00 PM,02/10/2015 04:10:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",Post-graduate degree,No,T6R,30-34
02/13/2015 01:49:00 PM,02/13/2015 01:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Opera,Own,Male,No,Yes,Between 1 to 2 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Car/truck/Van as DRIVER,"$50,000 to $59,999",University undergraduate degree,No,T5K,25-29
02/10/2015 04:22:00 PM,02/10/2015 04:30:00 PM,Residential property,Within the last 6 months,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T6E,35-39
02/10/2015 07:07:00 PM,02/10/2015 07:16:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Unknown,Rent,Male,No,No,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",College / technical school graduate,No,T5K,40-44
02/10/2015 08:02:00 PM,02/10/2015 08:07:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",High school graduate,No,T6M,50-54
02/11/2015 08:36:00 AM,02/11/2015 08:43:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,Yes,T5A,30-34
02/11/2015 08:25:00 PM,02/11/2015 08:34:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,I prefer not to answer,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,No,T5T,30-34
02/10/2015 06:33:00 PM,02/10/2015 06:47:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Walk,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,No,T5K,45-49
02/10/2015 05:01:00 PM,02/10/2015 05:09:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Other (Specify),Yes,Walk,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T6C,45-49
02/14/2015 10:46:00 AM,02/14/2015 10:55:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6R,75-79
02/10/2015 08:49:00 PM,02/13/2015 12:04:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Public Transit,"$30,000 to $39,999",Post-graduate degree,No,T5K,30-34
02/13/2015 03:21:00 PM,02/13/2015 03:41:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,Post-graduate degree,No,T5R,40-44
02/16/2015 08:40:00 PM,02/16/2015 08:50:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,No,T6R,50-54
02/13/2015 09:20:00 PM,02/13/2015 09:35:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Bicycle,"$60,000 to $79,999",College / technical school graduate,No,T5W,25-29
02/13/2015 10:31:00 AM,02/13/2015 10:41:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6E,50-54
02/12/2015 11:17:00 AM,02/12/2015 11:26:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/van as PASSENGER,Walk,"$50,000 to $59,999",College / technical school graduate,No,T6A,60-64
02/12/2015 08:13:00 PM,02/12/2015 08:23:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$40,000 to $49,999",College / technical school graduate,No,T5X,65-69
02/15/2015 10:22:00 AM,02/15/2015 10:34:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",High school graduate,Yes,T6L,55-59
02/12/2015 02:17:00 PM,02/12/2015 02:37:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6X,35-39
02/10/2015 09:34:00 PM,02/10/2015 09:45:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T6L,50-54
02/13/2015 02:10:00 PM,02/13/2015 02:38:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",University undergraduate degree,Yes,T6M,30-34
02/11/2015 09:14:00 AM,02/11/2015 09:22:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Unemployed,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,No,T6M,55-59
02/13/2015 03:26:00 PM,02/13/2015 03:50:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T6W,30-34
02/10/2015 04:06:00 PM,02/10/2015 04:12:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$80,000 to $99,999",High school graduate,No,T5L,25-29
02/10/2015 04:05:00 PM,02/10/2015 04:39:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Other (Specify),Other (Specify),"$100,000 to $149,000",College / technical school graduate,No,T5N,30-34
02/11/2015 09:30:00 AM,02/11/2015 09:52:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$60,000 to $79,999",University undergraduate degree,No,T6A,55-59
02/13/2015 12:09:00 PM,02/13/2015 12:45:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),No,Public Transit,Car/truck/van as PASSENGER,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6E,30-34
02/11/2015 05:34:00 PM,02/11/2015 05:45:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Other (Specify),"$80,000 to $99,999",University undergraduate degree,No,T5L,50-54
02/10/2015 04:01:00 PM,02/10/2015 04:08:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Unknown,Phone,Unknown,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6M,30-34
02/12/2015 12:11:00 AM,02/12/2015 12:22:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",Post-graduate degree,No,T6C,75-79
02/12/2015 10:31:00 AM,02/12/2015 10:45:00 AM,Residential property,Within the last year,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",College / technical school graduate,No,T6J,65-69
02/11/2015 05:23:00 PM,02/11/2015 05:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,No,T5K,30-34
02/10/2015 04:53:00 PM,02/10/2015 05:02:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T6M,40-44
02/10/2015 11:31:00 PM,02/10/2015 11:49:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Other (Specify),"$100,000 to $149,000",Post-graduate degree,No,T5T,40-44
02/15/2015 03:10:00 PM,02/15/2015 03:23:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Unknown,,,,,,,,,,,,,,,,Did not answer
02/10/2015 11:12:00 PM,02/10/2015 11:50:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T5H,35-39
02/11/2015 05:41:00 PM,02/11/2015 05:55:00 PM,I don’t own property,,,,,,,,,Android,Phone,Android,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Walk,Public Transit,"$150,000 and over",College / technical school graduate,Yes,T6C,30-34
02/13/2015 09:31:00 PM,02/13/2015 09:40:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",High school graduate,No,T6R,35-39
